ID;Y
123655;1
157466;0
115311;0
30905;0
92974;0
41114;0
83891;1
103916;0
101028;0
67894;0
41078;0
67538;1
32619;1
111167;0
81646;1
7929;1
122854;0
137772;0
113541;0
2519;1
88182;1
74480;1
42781;0
177127;0
134367;0
61551;0
180911;0
93259;1
34848;0
34767;1
72180;1
115907;1
90788;0
80247;1
94213;1
12386;0
95634;1
42209;0
63373;0
149926;0
77336;0
159724;0
68110;0
95492;0
159738;0
93023;0
178648;1
89108;0
131906;0
57481;0
68246;1
87812;0
18520;0
139304;0
14209;1
170890;1
105171;0
175862;0
159457;1
118591;0
14602;1
68141;1
52671;0
114192;0
15128;0
89293;1
140554;0
7969;1
167105;0
66502;0
181943;0
134378;0
144998;1
162099;1
1934;0
30560;0
78252;0
124910;0
9169;0
101825;1
60001;1
65094;0
147074;0
6750;1
120971;1
73846;0
135497;0
16617;1
168648;0
110303;1
31281;0
57384;0
59438;0
16420;0
45173;0
94858;0
129475;0
20847;1
79759;0
136430;0
165775;0
19185;0
44486;0
95088;1
69813;1
132175;0
113347;0
105216;0
11700;0
169191;0
151549;0
54053;0
90400;0
99116;1
25827;0
82646;0
181648;1
130520;1
1931;0
54717;0
77382;0
61412;1
131920;0
1886;0
55857;1
80340;1
96863;0
94150;1
149573;0
95780;0
55405;0
61115;0
124922;0
132350;1
79598;1
105724;1
30997;0
85394;0
88986;0
114562;0
60880;0
153926;0
70367;0
108847;0
49809;0
45673;0
135897;0
97650;0
56774;0
121698;0
63167;0
95282;0
124428;0
90489;0
133912;1
69116;0
16170;1
177046;0
3536;1
107728;0
144940;0
83447;1
111239;0
174855;1
140258;0
80782;0
18617;0
70784;0
8988;0
39707;0
101340;0
93236;1
78461;0
64241;1
87128;0
47732;0
173740;0
38500;0
176712;0
43109;0
22531;0
166943;1
33881;0
65918;1
133936;0
136693;0
5381;0
110106;0
12969;0
62545;0
132986;0
128573;0
164874;0
78157;0
93951;0
93681;0
165194;1
150513;1
154251;1
86192;0
165163;0
147428;0
107550;0
109432;1
154283;1
97048;0
175158;1
117820;1
11650;1
153951;1
26446;1
66205;1
142280;0
58993;0
2807;1
163859;0
15822;0
44046;0
31948;0
172727;1
48126;0
132726;1
74276;0
138647;1
128616;0
114279;0
43053;1
149693;0
178618;0
176251;1
143066;0
5002;0
27433;0
110185;0
177219;0
85088;0
55363;0
1198;0
3272;0
1406;1
4274;0
164410;1
99671;0
176534;1
57614;0
87741;0
101014;0
158374;0
74212;0
138190;0
124646;0
123809;1
6426;0
125980;0
98180;0
61289;1
48716;0
78577;1
161556;0
180458;1
105097;1
139726;0
69127;0
40892;0
41267;0
63979;1
67212;0
122329;0
112992;0
146082;0
104603;0
170033;1
75716;0
29864;0
31472;0
1275;1
22020;0
129339;0
177617;0
43426;1
113167;1
168139;0
85484;1
75826;0
133856;0
21867;0
18470;0
105438;0
60041;0
19204;0
157445;0
19666;0
79457;0
79306;0
59437;1
91415;1
170386;1
113549;0
122412;1
18163;0
139919;1
46348;1
55834;0
60754;0
53911;0
144445;1
93349;0
54357;1
107225;0
121213;0
83095;0
118201;0
125447;0
48876;0
159157;0
158061;1
136366;1
165488;0
45364;1
83206;0
137560;0
144985;1
79215;0
154387;0
147102;1
63459;1
173797;0
57830;1
169212;0
176854;0
138361;0
112705;1
175724;1
135980;0
53767;1
178984;0
149961;1
39284;0
70620;1
158014;0
13776;0
98058;1
23974;1
13572;0
125031;1
26581;0
60852;0
54810;0
135856;1
16572;0
128201;1
55867;0
90634;1
13963;1
137394;0
128473;0
116864;1
9979;0
111415;1
118702;0
139737;0
8719;0
93628;0
35506;0
3165;0
56586;1
142597;0
108706;0
75594;0
113274;0
158636;0
165737;0
21141;0
154977;0
3950;0
12791;1
171046;1
82729;0
1842;0
68454;1
78765;0
26692;1
178211;1
174784;0
93825;0
58440;1
155031;0
74002;0
131731;0
173037;0
75876;0
124894;1
161819;0
85904;0
112802;1
113291;0
148571;0
68985;0
51478;0
39514;1
99512;0
140625;1
117493;0
15537;0
125986;0
54772;0
69594;1
28256;0
25817;0
153798;0
136020;0
166748;0
23964;0
33735;1
61120;0
130937;0
116589;0
104743;1
40498;0
2209;1
118836;0
51657;0
173283;0
94667;0
74933;0
72813;0
176003;1
48434;0
42654;0
121453;0
38501;1
140078;0
21001;0
6442;1
57308;1
47164;0
149963;0
153034;1
114620;0
36885;0
23955;1
177569;0
127588;0
179360;0
62725;1
104615;1
65798;0
23286;0
82538;0
79602;1
51513;0
128551;0
33770;1
25340;0
95991;1
88447;0
145870;0
107759;0
163284;0
15579;0
42431;1
152282;0
61258;1
53757;0
67134;0
21980;0
39559;1
27852;1
134300;1
102630;0
172428;0
15294;1
60808;0
72826;1
33092;0
152396;0
142665;0
16615;0
176108;0
116614;0
107784;1
136970;1
140808;0
114545;0
146074;0
99640;0
57727;0
41796;0
163711;0
135130;0
40629;1
48314;0
103259;0
157411;0
90130;0
130465;0
46426;0
22589;1
74899;0
163145;0
148796;0
105354;1
145580;1
125169;1
124067;0
20020;0
146449;1
143186;0
165468;0
138916;0
55128;0
2620;1
89205;0
177314;0
57400;0
5006;1
161510;0
116835;1
149169;0
95777;0
149512;0
1160;0
22006;1
94709;0
106805;0
181796;1
178610;0
11642;0
113111;1
160175;0
106883;0
3021;0
23511;1
66942;0
178738;0
52630;1
89675;0
49367;0
38378;0
9000;0
131899;0
23456;1
71435;0
95569;1
106152;0
16800;1
159672;1
37657;1
71928;0
106033;0
164724;1
67978;1
28864;0
123430;0
141374;1
22341;0
66525;0
79566;0
42272;0
98151;0
72000;0
28499;0
172293;0
117571;1
115286;1
153350;0
60691;0
162439;0
131284;1
173759;0
136954;0
57559;0
37959;0
135835;0
180963;0
166783;0
2826;0
161479;0
173351;0
168916;1
161678;0
145094;0
159838;0
14054;1
79604;0
157269;0
158803;0
122812;0
159363;1
14105;0
160683;1
51225;1
5984;0
140346;1
25070;0
2315;1
96489;1
34652;0
68425;0
160687;1
79033;0
145608;0
37826;0
140718;0
38834;1
86689;1
119856;0
124256;0
79808;0
92915;1
29317;0
109342;1
123221;0
146792;0
82965;0
26892;1
71098;0
103260;0
169482;0
82876;1
87383;0
163513;1
58300;1
120361;0
82382;1
130945;1
145708;0
44686;0
89908;0
105178;0
34460;0
13462;0
66649;0
133582;0
44193;0
100035;0
61159;1
21924;0
77936;1
132411;0
174403;0
171266;0
113514;1
65784;0
164997;0
103330;0
118858;1
140566;0
114989;0
98568;0
141695;0
94862;1
42626;1
40906;0
37266;0
100823;0
42867;1
49536;0
161400;1
57216;0
71328;1
23219;0
123159;0
174719;0
73959;0
152503;0
14659;1
99951;0
98209;0
134612;0
107485;0
16874;1
112140;1
92482;0
7820;0
52655;0
125249;1
53981;0
125922;0
166893;0
72879;0
72093;0
83812;1
100298;0
114203;1
44432;0
163227;0
129891;0
959;0
4033;0
137736;0
142915;0
5169;1
50256;0
43777;0
135584;0
2557;0
8968;0
131992;0
46848;0
41075;0
86917;0
85071;0
88276;1
160894;0
143598;0
17002;1
97867;0
93572;0
51835;0
151340;0
77873;1
106821;0
16083;0
149192;0
170889;0
81702;0
96627;0
91899;0
150323;0
127963;0
166486;0
29073;1
152884;0
18818;1
153091;1
15462;0
4779;1
75132;0
63164;1
110050;0
174539;1
162655;0
80825;1
134244;0
133691;0
19617;0
42098;1
88520;1
111062;0
132419;0
12104;0
118563;0
64103;0
93742;0
64020;0
83517;0
21314;0
97038;1
166091;1
70638;0
51817;0
171320;0
113011;1
85351;0
74753;0
50668;1
170252;0
58261;1
124769;0
67611;1
105629;0
128466;0
16671;1
163496;0
113176;0
23296;1
6194;0
166596;0
178035;1
73304;0
176733;0
32972;0
171114;0
25504;0
93223;0
53068;0
139647;0
99191;0
82101;1
79860;0
67893;0
44850;0
23650;0
128634;0
141176;1
179126;0
8943;0
61698;0
40092;0
92954;0
92191;0
93952;0
174938;0
38901;1
103644;0
122027;0
98962;1
79318;0
152165;1
115854;0
179024;1
110015;0
29687;1
28466;1
16929;0
71147;1
88694;0
7562;1
63501;1
96010;0
154066;1
66528;0
157100;1
44919;0
78810;0
79125;1
23685;0
92123;1
117580;0
110158;1
1315;0
149679;0
38536;0
73864;1
67097;1
14137;0
110067;0
66329;1
74993;0
127342;0
62828;0
15355;1
100847;0
85466;0
94017;0
91000;0
37895;0
139743;0
167101;0
46611;1
122004;0
20807;0
42391;0
14686;1
149221;0
179750;1
166692;0
157343;0
96792;0
133392;0
76921;0
107720;0
3620;0
54381;0
77033;0
81023;0
33211;0
135631;0
46877;0
31237;0
148636;0
109320;1
156047;0
10852;0
114348;1
18040;0
140186;0
53007;0
5013;0
132096;1
134225;0
124437;0
45576;0
110306;0
123535;0
69094;0
38364;1
115974;1
87356;0
85144;1
181991;0
61667;0
113357;1
1397;0
164723;1
32418;1
167062;0
19605;0
40488;1
135139;0
30;0
84971;1
111890;1
88265;0
27471;0
39618;0
101479;0
80482;0
159650;1
52519;0
179281;0
171257;0
79348;1
75284;0
160960;0
4120;0
115689;1
17988;1
1346;0
147339;0
77079;1
111571;0
47697;1
157290;0
323;0
164597;0
26438;0
153884;0
149227;0
137019;0
52843;1
124017;0
21517;0
158261;1
123928;0
99817;0
145697;0
143461;1
63859;1
59952;0
42061;0
39018;0
161396;0
101913;0
88583;0
110179;0
111014;0
67826;0
158170;0
159300;0
168216;1
131286;1
51285;1
112675;0
47403;1
44962;0
59409;0
82891;1
72365;0
135726;0
177811;0
76558;1
72543;1
8653;1
36430;0
16210;0
73315;0
152349;0
108438;1
80663;0
179029;1
120798;0
25802;1
169244;0
87092;0
31361;0
123111;0
21647;1
178017;1
33687;1
135674;0
122624;1
17902;1
134447;1
36076;0
12919;0
23990;0
28193;1
174134;0
89970;0
61652;0
74871;0
110569;0
63333;1
45194;0
83142;0
180291;0
34106;0
162584;0
97864;0
44720;0
130302;0
153927;0
156407;1
118537;0
134776;0
157036;0
8053;0
173161;0
71742;0
46387;0
104151;1
62315;0
118927;0
128772;0
168264;1
115036;1
57165;0
134584;0
127854;1
159843;1
150926;0
29613;1
138661;0
160451;1
43685;0
57652;0
182414;0
148911;1
159153;0
86949;0
97529;0
6335;0
132699;0
33348;0
20294;0
135671;0
90603;0
79728;0
156520;0
20244;0
145806;0
128370;0
173014;0
49397;0
174414;0
19058;0
176899;0
91867;0
56576;0
60512;0
169033;1
57925;0
20716;0
79563;0
3315;0
12889;1
70238;0
116522;0
1178;1
140227;0
138099;0
4199;0
17403;0
39147;0
115973;0
152243;0
107846;0
81372;0
41149;0
67023;0
78189;0
119903;1
32080;0
99166;0
14078;0
77482;1
78838;0
76470;0
96313;1
119631;0
80207;1
148689;0
40128;0
56405;0
133487;0
180049;0
177147;0
115099;0
55231;0
149225;0
39331;0
4248;1
35190;0
60192;0
96369;0
18649;1
1027;1
39393;0
178597;1
162063;1
73077;0
91242;0
159004;1
177329;0
129389;1
59124;0
10648;0
143420;0
123497;1
179556;0
15516;0
1990;0
97467;0
102073;0
120689;0
125892;0
29401;0
50614;0
126693;0
33482;1
103447;0
28816;1
77124;0
44355;0
130081;1
147466;0
91536;0
124211;0
176631;0
142002;0
82093;0
154757;0
124276;0
157056;0
81062;1
166958;1
167682;1
151331;0
47010;0
145530;0
73566;1
179459;1
43670;0
71375;0
132541;0
60672;0
55098;1
127653;0
149045;1
99157;0
145632;0
6456;0
60343;0
26743;0
116657;0
136632;0
132187;0
124882;0
50405;1
148825;1
65374;0
32158;0
130416;1
71628;0
57998;1
127180;0
103477;0
10380;0
168567;0
784;0
148670;0
44951;0
154772;0
129437;1
50348;0
44181;0
80719;1
106696;0
12554;1
135941;0
167272;0
168844;0
171161;0
171238;1
153281;0
20480;0
111156;0
116356;1
66041;1
35002;0
179056;0
119911;1
93959;0
135066;0
58157;0
4723;0
174089;0
156639;0
155877;0
39928;0
136105;0
18192;0
65448;0
144925;0
29769;0
3108;1
77493;0
1656;0
52899;1
6071;0
2534;0
107755;0
111964;1
170653;0
128712;0
112687;0
53642;0
163410;1
17478;0
1943;1
47517;0
37153;0
99887;0
46034;1
7329;0
147116;0
21370;0
41331;0
126365;0
144688;0
81908;1
122531;0
66751;0
60800;0
57213;0
42592;0
164291;0
154764;0
78425;0
43317;0
132399;0
138942;0
84380;0
102805;0
107145;1
171174;1
4568;1
47677;0
157001;0
138506;1
168803;1
144390;0
76327;0
78618;1
79715;0
178796;1
92357;0
7567;1
82069;0
170779;0
84301;0
101430;1
152766;1
171175;1
46993;0
60907;0
59649;1
113490;0
2520;0
153511;0
179512;0
5905;0
43852;1
37522;0
141189;0
132162;0
97142;0
39257;1
124267;0
75804;0
8318;0
40214;1
54726;0
142640;0
101898;1
118606;0
142958;0
177423;0
29971;0
12638;0
160820;0
10154;0
89131;0
60090;0
9523;0
175795;1
182283;0
112481;0
130749;0
134893;0
152061;0
62498;0
133509;0
53859;0
113626;1
101445;1
15422;1
13259;0
132101;0
9325;0
101207;0
114241;0
95819;1
79354;1
122137;0
149046;0
93641;0
22994;0
103433;0
30989;0
38586;1
77157;0
141710;1
118846;1
8937;0
154674;0
139936;0
172483;0
175392;0
149327;1
115168;0
53212;0
35273;0
21859;1
179730;0
14825;1
64346;0
110978;0
48361;0
85537;1
110012;1
33905;1
100697;0
138178;1
133311;0
169968;0
107170;1
174576;0
89269;1
2852;0
163343;1
66769;0
122399;0
46172;0
123408;0
61642;0
147363;1
105208;1
52809;0
144142;0
155020;0
167796;0
125151;0
169194;0
160798;0
39447;0
32049;1
140366;0
160139;1
164600;1
84198;0
8122;0
30946;0
14431;0
83556;1
105987;0
144006;0
155735;1
47771;0
89759;1
158579;0
55423;0
136009;0
41976;1
93564;0
168205;1
137419;0
61044;0
115602;1
117986;1
13470;0
141979;1
72194;1
129740;0
19492;0
100046;0
73951;1
76792;1
96850;1
4684;1
45348;0
172012;0
146178;0
50757;0
33363;1
124817;0
128144;0
171364;1
92216;0
171771;0
83614;0
65127;1
328;1
169037;0
20920;0
108764;0
74660;0
63685;0
5072;0
116604;0
48016;0
172256;0
47785;0
181141;0
175956;1
104640;1
134841;0
41362;0
70003;0
130262;0
6270;0
12882;0
112912;0
177403;0
59058;0
51752;0
73322;1
41896;0
172263;0
25587;1
118415;0
18600;0
99056;0
20749;0
125698;0
58907;0
130450;0
47858;1
14820;0
147401;1
48125;0
17932;1
21900;0
137568;1
78515;0
180556;1
77545;0
161538;0
53985;0
34838;0
18629;0
97483;0
169377;1
126589;0
19145;0
25776;0
2228;1
35041;0
4104;0
144580;1
172756;1
71073;0
142652;0
181677;1
2033;0
60885;0
82718;0
160148;0
120663;1
118659;1
5968;0
4438;1
27295;0
15239;0
59479;1
3488;0
172818;1
75904;1
117312;1
152847;0
168432;0
102223;0
81149;0
76680;0
154116;0
108973;1
47644;0
63641;0
54585;0
34840;1
80887;0
119650;0
145077;0
83494;0
19401;0
82854;1
83825;1
17283;1
115642;0
60322;0
80735;0
155188;0
35129;0
13766;0
49444;0
110578;0
111029;0
28573;0
27367;0
88680;0
37724;1
79483;1
45299;1
32446;1
86368;0
111741;1
120180;0
170672;1
23373;0
104159;0
180413;0
109338;0
7768;0
14566;0
138697;0
172154;0
130348;0
121214;0
29833;0
52262;1
144555;0
28012;0
83367;0
98709;0
95185;1
132168;0
45803;0
119034;0
114912;1
169704;1
172419;1
141777;1
111190;0
120576;1
113761;0
102306;1
179707;1
158548;0
46275;1
59304;1
16295;1
137042;0
95666;1
43048;0
86209;0
145469;1
9436;1
135742;0
73383;0
67429;0
60398;0
33577;0
48413;1
77978;1
115394;1
32031;0
23192;0
48117;0
121800;0
139241;0
45251;0
56833;1
88494;0
118838;0
156204;0
9203;0
33723;0
5979;1
5082;0
171925;0
139099;0
59460;0
29629;0
16574;0
98291;0
178753;0
153181;0
43337;0
12531;0
62516;0
148736;0
106701;1
106238;0
116938;0
120713;1
167195;1
13719;1
146482;0
150758;1
45861;0
99688;0
117140;0
97998;0
140471;0
171385;1
146044;0
161068;0
50431;0
138100;1
92094;1
138399;0
94470;0
71487;1
162667;0
163388;0
21243;0
164122;1
88472;0
80375;0
128749;0
20086;0
172544;0
28711;1
113273;0
79018;0
50495;0
88669;1
20220;0
3481;1
15626;0
180601;0
162476;1
171641;0
9202;0
104388;0
72512;0
136466;0
18154;0
170839;0
159871;0
131383;0
96474;1
127244;0
179943;1
14625;0
142337;0
16006;0
36865;0
6039;1
48154;0
107172;1
75000;0
160150;0
42657;1
125484;0
162084;0
166444;0
169537;0
121827;0
49637;1
144956;1
142152;1
119910;0
46416;0
51630;0
45508;1
18285;0
179831;1
101782;1
108121;1
137302;0
10825;0
63919;0
102749;0
134888;1
64474;0
158531;0
29761;0
144277;1
174941;0
120012;0
39646;1
56149;1
22437;0
178492;1
106199;1
77314;1
145076;1
150436;0
107647;0
96014;0
131552;0
104011;0
137643;0
61042;0
88476;0
109436;0
48422;0
31022;0
132408;0
69185;0
174087;0
10765;0
148209;0
151921;0
137904;0
57049;0
132010;0
171854;1
169152;0
131714;0
129275;0
65083;0
16188;1
92835;0
26290;1
55116;0
71668;0
103435;1
113311;1
137690;1
53278;0
44060;0
141393;0
34709;0
43356;0
34797;1
17331;1
3220;0
67171;0
11910;1
64155;0
61390;1
174529;0
123653;0
11078;0
71054;1
93987;0
125226;0
179717;1
21572;0
99015;0
129366;0
113676;1
151084;0
146403;0
143410;0
143132;0
119995;1
28348;0
131521;0
47570;0
172243;1
147869;0
112950;0
86016;0
81961;0
97261;1
152491;1
118861;1
44874;0
173414;0
99053;1
88213;0
88874;0
84990;1
170478;0
112924;0
182249;0
169603;0
42236;1
7863;1
105286;1
59849;0
126594;1
52842;0
114126;0
81512;0
36700;0
32320;0
155291;0
79320;0
52441;1
121429;0
155464;0
70241;1
38383;1
75262;0
68589;0
122071;1
68539;0
6109;0
6678;1
151026;0
117635;1
21027;1
41077;0
71700;1
123151;0
123103;0
97670;1
115804;0
142648;1
19713;0
170358;0
120748;0
106909;1
122665;0
143202;0
157727;0
65354;0
69203;0
89760;0
43942;1
158131;0
821;1
161197;0
116344;1
41338;1
52280;1
165755;1
140493;0
46424;0
76503;1
176271;0
50358;0
22229;0
124727;0
29091;0
39845;1
128293;0
88364;1
17805;0
119017;1
171040;1
4731;1
83361;0
129043;1
71137;1
124993;0
98659;0
40272;0
34568;0
94559;1
17219;1
52395;1
24319;0
154616;0
9904;0
173999;1
12383;0
88286;1
169906;0
178603;0
163430;0
30732;0
163276;0
56751;1
140481;0
70556;1
32750;1
126914;1
41449;1
45143;1
143321;0
173469;1
28449;0
141984;1
72818;0
89337;0
11027;0
169063;0
25913;0
81391;0
159214;0
124916;1
12364;0
36591;0
76161;0
46198;0
23906;0
38538;1
147260;0
33078;0
49979;0
42433;0
128878;0
45317;1
163439;0
161827;0
52612;1
64819;0
84116;0
135492;0
16666;0
166534;0
15073;0
70129;0
79816;1
152367;0
120613;1
93600;0
5144;1
156634;1
179129;0
94643;1
135219;1
37774;0
104581;0
145929;0
107429;0
169597;0
77210;1
125997;0
134226;0
141675;0
71434;0
181318;1
146706;0
141103;0
97793;0
18779;1
147022;0
151027;0
78967;0
127257;0
4004;1
79287;0
43110;1
162302;0
86043;0
154845;0
137283;0
3713;0
170401;1
83513;0
176281;0
165816;1
13481;0
149279;0
83575;0
178889;0
175799;1
46337;1
163523;1
165980;0
83332;0
38436;1
16426;0
61881;1
167110;0
76930;0
152819;0
137768;0
86116;0
178596;1
42916;0
175127;1
175544;1
153239;0
99815;0
84844;1
43012;1
25244;0
63824;0
141600;0
101632;0
128545;0
177817;0
46569;0
173510;0
99779;0
33721;0
105890;0
96336;1
72648;0
151166;1
174517;0
60491;1
157955;1
28089;1
89625;0
90931;0
10197;0
65339;0
110730;0
98674;0
109184;0
159761;1
84063;1
42084;0
155924;0
133889;0
71244;0
96445;0
77473;1
123510;0
169701;0
37497;1
98583;0
128628;0
112088;0
42213;0
39256;1
131272;0
109099;0
152742;1
153193;1
75358;0
138779;0
96542;0
36771;1
16585;0
10587;1
116487;0
77563;0
78507;0
30600;1
46731;0
148446;0
100186;0
16914;0
100195;0
92831;0
118771;0
45586;0
41074;0
129260;0
103485;0
20269;0
41319;0
110647;1
41297;0
18222;1
97990;0
171767;0
12125;0
53656;1
178424;1
66869;1
68829;0
153670;0
84123;0
49969;0
85035;0
165373;1
84264;1
27218;1
83105;0
147184;0
176004;0
51394;1
90779;0
102541;0
44190;0
99426;1
62859;1
42457;0
151205;0
8420;0
124372;0
147656;0
81556;1
136734;0
28190;1
116080;1
71378;0
99234;0
28494;0
13395;0
90370;0
15272;0
55756;1
166079;0
85298;1
58211;1
107405;0
16245;1
84810;1
110414;1
167933;1
149794;0
130143;0
147420;0
2513;0
23866;0
45260;0
181679;0
121574;0
147640;1
164095;1
160910;0
45296;0
49495;0
147672;0
157601;0
170998;0
22541;0
35664;0
103753;0
115810;0
176275;1
63062;0
137374;0
45487;1
63667;1
86451;0
36179;0
152020;1
42544;1
70368;0
95601;0
78234;0
117334;0
157774;1
37241;0
166974;0
83976;0
127735;0
86302;0
117471;0
73307;0
25087;0
102483;1
97655;0
60052;1
17500;0
88610;0
147628;0
173158;1
20073;1
72063;0
38246;0
154821;0
178315;0
153638;0
169139;1
106190;0
66089;0
93902;0
32062;1
27168;1
89444;1
39425;0
4556;0
79735;0
36904;0
879;1
136738;0
145543;0
27571;1
179054;1
129813;0
38887;0
19506;0
46490;0
180122;1
144924;1
41814;0
129723;0
47398;0
98811;0
75102;0
159656;1
104206;0
8844;0
38186;1
42557;1
131355;0
132491;0
81123;0
72268;0
166895;0
138858;0
56201;0
80844;0
7595;0
39836;1
119234;0
159857;1
148847;0
66000;0
155148;1
53381;0
109348;1
72919;0
174691;0
18881;0
52037;0
129805;0
159907;0
24989;1
18365;1
137561;1
13025;1
11404;0
163949;0
48219;0
84021;0
87505;1
102882;0
57570;1
178056;0
78049;0
123253;0
18824;0
84539;0
147056;0
11014;0
163328;1
139429;0
75702;0
119475;0
162512;0
60998;0
14442;0
155505;0
68931;0
84496;0
61219;0
133917;0
139198;0
36897;1
130089;0
40920;0
140027;0
67575;0
19732;0
11464;0
169435;1
84426;0
24431;0
99184;0
41320;0
178420;1
34335;0
22843;0
36805;0
46483;1
154441;0
176906;0
644;0
58753;0
121052;0
35823;0
44097;0
141432;1
82374;0
102786;0
59629;0
60221;1
20205;0
74791;0
31341;0
100791;0
50131;1
22384;1
154400;0
98179;0
67357;0
153591;0
165876;0
16391;1
26332;0
165780;0
108907;0
81998;1
76708;0
102514;0
161801;0
30181;1
93350;0
173148;1
33886;0
93279;0
180834;0
171888;1
2099;0
134486;0
166502;0
73757;0
154364;0
146781;0
60102;0
44497;0
57257;0
134519;0
99631;0
122037;0
56265;0
106667;0
11647;1
140084;0
106070;0
142693;0
155376;1
37369;1
8517;0
82941;0
86930;0
8212;1
118813;0
22082;0
79633;0
156404;0
132383;0
83678;0
22734;0
117064;0
57244;1
91576;0
5491;0
38101;0
43431;1
120429;0
172975;0
119824;0
138908;0
97144;0
60799;1
176410;0
12118;0
122695;1
49622;0
50351;0
37527;0
123467;1
122685;0
32244;0
58941;0
162637;0
3292;1
113422;1
134814;0
166203;0
144034;0
84489;0
144748;0
174318;0
126536;1
106806;0
34006;1
174742;0
75655;0
4039;0
146588;0
25860;0
157958;0
145990;0
91825;0
97632;0
158684;0
60745;0
179104;0
126857;1
115987;0
181008;0
118827;0
51302;0
112838;1
121971;1
169326;1
146068;0
161925;1
106145;0
20518;0
54038;0
158888;0
19074;0
4374;0
136357;1
143902;0
141188;1
29231;1
153459;0
106036;1
115172;1
173693;0
69987;0
18757;0
26761;0
128874;0
158339;1
164640;1
161610;1
164779;1
118691;0
134427;0
131058;0
83584;0
170664;0
115490;1
66432;0
2391;0
2997;1
5154;0
47533;1
44399;1
13166;0
42161;0
128125;0
